,Ips_typographus,Ips_pini,Pityogenes_chalcographus,Pityogenes_hopkinsi,Eccoptopterus_spinosus,Webbia_pabo,Cryphalus_mangiferae,Hylocurus_langstoni,Hylesinus_varius,Hylesinus_crenatus,Hylesinus_aculeatus,Hylurgus_ligniperda,Hylurgus_micklitzi,Hylurgops_palliatus,Hylastes_porculus,Hylastes_cunicularius,Hylastes_ater,Hylastes_gracilis,Carphoborus_bifurcus,Crypturgus_hispidulus,Monarthrum_fasciatum,Monarthrum_mali,Gnathotrichus_materiarius,Pityophthorus_juglandis,Pityophthorus_pityographus,Ernoporus_tiliae,Eidophelus_fagi,Platypus_cylindrus,Platypus_koryoensis,Euplatypus_compositus,Myoplatypus_flavicornis,Pagiocerus_frontalis,Pycnarthrum_hispidum,Trypodendron_domesticum,Xyloterinus_politus,Procryphalus_mucronatus,Hypothenemus_hampei,Hypothenemus_seriatus,Hypothenemus_obscurus,Hypothenemus_birmanus,Hypothenemus_eruditus,Scolytus_schevyrewi,Scolytus_ratzeburgi,Scolytus_rugulosus,Scolytus_multistriatus,Scolytus_intricatus,Scolytus_carpini,Scolytus_dimidiatus,Polygraphus_poligraphus,Dendroterus_defectus,Tomicus_brevipilosus,Xylocleptes_bispinus,Taphrorychus_bicolor,Beaverium_insulindicus,Anisandrus_dispar,Anisandrus_sayi,Anisandrus_obesus,Anisandrus_maiche,Xylosandrus_crassiusculus,Xylosandrus_morigerus,Xylosandrus_amputatus,Diuncus_justus,Diuncus_papatrae,Diuncus_haberkorni,Euwallacea_similis,Euwallacea_fornicatus,Euwallacea_perbrevis,Euwallacea_kuroshio,Euwallacea_funereus,Euwallacea_wallacei,Euwallacea_destruens,Xyleborus_affinis,Xyleborus_ferrugineus,Xyleborus_perforans,Xyleborus_xylographus,Xyleborus_volvulus,Xyleborus_celsus,Xyleborus_monographus,Xyleborus_glabratus,Xyleborus_impressus,Xyleborus_bispinatus,Xyleborus_spinulosus,Coptoborus_coartatus,Coptoborus_pseudotenuis,Wallacellus_piceus,Xyleborinus_andrewesi,Xyleborinus_attenuatus,Xyleborinus_gracilis,Xyleborinus_artestriatus,Xyleborinus_exiguus,Truncaudum_agnatum,Truncaudum_impexum,Dendroctonus_rufipennis,Dendroctonus_frontalis,Dendroctonus_pseudotsugae,Leptoxyleborus_sordicauda,Hadrodemius_globus,Microperus_alpha,Microperus_popondettae,Coccotrypes_dactyliperda,Cnestus_mutilatus,Cnestus_bimaculatus,Pseudowebbia_trepanicauda,Ambrosiophilus_atratus,Ambrosiodmus_minor,Ambrosiodmus_lewisi,Ambrosiodmus_obliquus,Ambrosiodmus_tachygraphus,Ambrosiodmus_rubricollis,Ambrosiodmus_asperatus,Cyclorhipidion_pelliculosum,Cyclorhipidion_bodoanum,Dryocoetes_autographus,Dryocoetes_confusus,Debus_pumilus,Debus_emarginatus,Orthotomicus_erosus,Premnobius_cavipennis,Ips_sexdentatus,Ips_acuminatus,Ips_duplicatus,Ips_grandicollis
Platypus_cylindrus,1.5879599999999998,1.85133,1.63045,1.62765,1.75439,1.8969099999999999,2.09172,1.96027,1.91925,1.9317099999999998,1.98843,1.73606,2.07768,2.1478599999999997,2.19143,2.2250699999999997,2.09285,2.2346399999999997,2.00988,1.89892,2.09966,2.09516,2.26239,2.00028,1.9696699999999998,1.91773,2.1403999999999996,0.0,0.0,0.87792,0.86327,2.31599,2.23602,2.1908499999999997,2.65149,2.06772,1.9537499999999999,1.9822,2.0147,2.15929,2.10104,2.36001,2.34312,2.11346,2.1447399999999996,2.81071,2.1982399999999997,2.2683799999999996,1.8988399999999999,2.14615,2.14615,1.8395,1.7206599999999999,1.7206599999999999,1.6742,1.71528,1.7797999999999998,1.8371499999999998,1.9304799999999998,1.75176,1.81208,1.8898099999999998,1.7735299999999998,1.88964,1.77012,1.8724299999999998,2.03838,1.9021899999999998,1.8774199999999999,1.8359699999999999,1.86726,1.9268299999999998,1.9376799999999998,1.99138,1.8745399999999999,1.90946,2.02034,1.9885499999999998,2.07189,1.9403099999999998,2.34924,1.8622299999999998,1.79061,1.8462899999999998,1.9167999999999998,1.8274599999999999,1.86578,1.92773,1.89927,1.92374,1.92828,1.8967899999999998,9.15905,9.15905,9.15905,1.91534,1.98109,1.99063,1.9042999999999999,1.79358,1.84628,2.00682,1.8620899999999998,1.8843199999999998,1.8456299999999999,1.8189899999999999,1.92496,1.81442,1.87862,1.85479,1.74342,1.7713299999999998,1.8584699999999998,1.8545599999999998,1.9338199999999999,1.83307,1.83748,1.83909,2.2115099999999996,2.15584,1.7660799999999999,1.7660799999999999
Platypus_koryoensis,1.5879599999999998,1.85133,1.63045,1.62765,1.75439,1.8969099999999999,2.09172,1.96027,1.91925,1.9317099999999998,1.98843,1.73606,2.07768,2.1478599999999997,2.19143,2.2250699999999997,2.09285,2.2346399999999997,2.00988,1.89892,2.09966,2.09516,2.26239,2.00028,1.9696699999999998,1.91773,2.1403999999999996,0.0,0.0,0.87792,0.86327,2.31599,2.23602,2.1908499999999997,2.65149,2.06772,1.9537499999999999,1.9822,2.0147,2.15929,2.10104,2.36001,2.34312,2.11346,2.1447399999999996,2.81071,2.1982399999999997,2.2683799999999996,1.8988399999999999,2.14615,2.14615,1.8395,1.7206599999999999,1.7206599999999999,1.6742,1.71528,1.7797999999999998,1.8371499999999998,1.9304799999999998,1.75176,1.81208,1.8898099999999998,1.7735299999999998,1.88964,1.77012,1.8724299999999998,2.03838,1.9021899999999998,1.8774199999999999,1.8359699999999999,1.86726,1.9268299999999998,1.9376799999999998,1.99138,1.8745399999999999,1.90946,2.02034,1.9885499999999998,2.07189,1.9403099999999998,2.34924,1.8622299999999998,1.79061,1.8462899999999998,1.9167999999999998,1.8274599999999999,1.86578,1.92773,1.89927,1.92374,1.92828,1.8967899999999998,9.15905,9.15905,9.15905,1.91534,1.98109,1.99063,1.9042999999999999,1.79358,1.84628,2.00682,1.8620899999999998,1.8843199999999998,1.8456299999999999,1.8189899999999999,1.92496,1.81442,1.87862,1.85479,1.74342,1.7713299999999998,1.8584699999999998,1.8545599999999998,1.9338199999999999,1.83307,1.83748,1.83909,2.2115099999999996,2.15584,1.7660799999999999,1.7660799999999999
Euplatypus_compositus,1.5285,1.79187,1.57099,1.56819,1.69493,1.83745,2.03226,1.9008099999999999,1.85979,1.8722500000000002,1.92897,1.6766,2.01822,2.0884,2.13197,2.16561,2.03339,2.17518,1.95042,1.83946,2.0402,2.0357000000000003,2.2029300000000003,1.94082,1.9102100000000002,1.85827,2.08094,0.87792,0.87792,0.0,0.32017,2.25653,2.1765600000000003,2.13139,2.59203,2.00826,1.89429,1.9227400000000001,1.95524,2.09983,2.04158,2.30055,2.2836600000000002,2.0540000000000003,2.08528,2.7512499999999998,2.13878,2.20892,1.83938,2.08669,2.08669,1.78004,1.6612,1.6612,1.61474,1.65582,1.7203400000000002,1.77769,1.8710200000000001,1.6923,1.75262,1.8303500000000001,1.71407,1.83018,1.71066,1.81297,1.97892,1.84273,1.81796,1.77651,1.8078,1.86737,1.87822,1.9319199999999999,1.81508,1.85,1.96088,1.92909,2.01243,1.8808500000000001,2.28978,1.80277,1.73115,1.7868300000000001,1.85734,1.768,1.8063200000000001,1.86827,1.83981,1.86428,1.86882,1.8373300000000001,9.09959,9.09959,9.09959,1.85588,1.92163,1.93117,1.84484,1.7341199999999999,1.78682,1.94736,1.8026300000000002,1.8248600000000001,1.78617,1.75953,1.8655,1.75496,1.81916,1.79533,1.68396,1.71187,1.79901,1.7951000000000001,1.87436,1.7736100000000001,1.7780200000000002,1.77963,2.15205,2.09638,1.70662,1.70662
Myoplatypus_flavicornis,1.51385,1.77722,1.55634,1.55354,1.68028,1.8228,2.01761,1.8861599999999998,1.84514,1.8576000000000001,1.91432,1.66195,2.00357,2.07375,2.11732,2.15096,2.01874,2.16053,1.93577,1.82481,2.02555,2.02105,2.18828,1.92617,1.8955600000000001,1.84362,2.06629,0.86327,0.86327,0.32017,0.0,2.24188,2.1619099999999998,2.11674,2.57738,1.9936099999999999,1.87964,1.90809,1.94059,2.0851800000000003,2.02693,2.2859,2.2690099999999997,2.0393499999999998,2.07063,2.7366,2.12413,2.19427,1.82473,2.07204,2.07204,1.76539,1.64655,1.64655,1.60009,1.64117,1.7056900000000002,1.76304,1.85637,1.6776499999999999,1.73797,1.8157,1.69942,1.8155299999999999,1.69601,1.79832,1.96427,1.82808,1.80331,1.76186,1.79315,1.85272,1.86357,1.9172699999999998,1.80043,1.83535,1.94623,1.91444,1.99778,1.8662,2.27513,1.78812,1.7165,1.77218,1.84269,1.75335,1.79167,1.85362,1.82516,1.8496299999999999,1.8541699999999999,1.82268,9.08494,9.08494,9.08494,1.84123,1.90698,1.91652,1.83019,1.7194699999999998,1.77217,1.93271,1.7879800000000001,1.81021,1.77152,1.74488,1.8508499999999999,1.74031,1.80451,1.78068,1.6693099999999998,1.69722,1.78436,1.78045,1.85971,1.75896,1.76337,1.76498,2.1374,2.08173,1.69197,1.69197
Pagiocerus_frontalis,1.34345,1.6068200000000001,1.3859400000000002,1.38314,1.50988,1.6524,1.84721,1.71576,1.6747400000000001,1.6872000000000003,1.7439200000000001,1.4915500000000002,1.83317,1.90335,1.94692,1.98056,1.84834,1.9901300000000002,1.76537,1.6544100000000002,1.85515,1.8506500000000001,2.01788,1.75577,1.7251600000000002,1.6732200000000002,1.89589,2.31599,2.31599,2.25653,2.24188,0.0,1.9915100000000001,1.9463400000000002,2.40698,1.82321,1.70924,1.7376900000000002,1.7701900000000002,1.9147800000000001,1.8565300000000002,2.1155,2.09861,1.8689500000000001,1.90023,2.5662000000000003,1.9537300000000002,2.02387,1.65433,1.90164,1.90164,1.5949900000000001,1.47615,1.47615,1.4296900000000001,1.4707700000000001,1.5352900000000003,1.59264,1.6859700000000002,1.50725,1.5675700000000001,1.6453000000000002,1.52902,1.64513,1.5256100000000001,1.62792,1.79387,1.65768,1.63291,1.59146,1.6227500000000001,1.68232,1.69317,1.74687,1.63003,1.6649500000000002,1.77583,1.74404,1.82738,1.6958000000000002,2.10473,1.61772,1.5461,1.6017800000000002,1.67229,1.58295,1.6212700000000002,1.6832200000000002,1.65476,1.67923,1.68377,1.6522800000000002,8.91454,8.91454,8.91454,1.67083,1.73658,1.7461200000000001,1.65979,1.54907,1.6017700000000001,1.76231,1.6175800000000002,1.6398100000000002,1.60112,1.57448,1.68045,1.5699100000000001,1.6341100000000002,1.6102800000000002,1.49891,1.52682,1.61396,1.6100500000000002,1.68931,1.5885600000000002,1.5929700000000002,1.59458,1.967,1.91133,1.52157,1.52157
Pycnarthrum_hispidum,1.26348,1.52685,1.30597,1.3031700000000002,1.42991,1.57243,1.7672400000000001,1.63579,1.59477,1.60723,1.66395,1.41158,1.7532,1.82338,1.86695,1.90059,1.76837,1.91016,1.6854,1.57444,1.77518,1.77068,1.93791,1.6758,1.64519,1.59325,1.81592,2.23602,2.23602,2.1765600000000003,2.1619099999999998,1.9915100000000001,0.0,1.8663699999999999,2.3270099999999996,1.7432400000000001,1.62927,1.65772,1.69022,1.83481,1.77656,2.0355299999999996,2.01864,1.78898,1.82026,2.48623,1.8737599999999999,1.9439,1.57436,1.8216700000000001,1.8216700000000001,1.51502,1.39618,1.39618,1.34972,1.3908,1.45532,1.51267,1.6059999999999999,1.42728,1.4876,1.5653299999999999,1.44905,1.56516,1.44564,1.54795,1.7139,1.57771,1.55294,1.51149,1.54278,1.60235,1.6132,1.6669,1.55006,1.58498,1.6958600000000001,1.66407,1.74741,1.6158299999999999,2.0247599999999997,1.53775,1.4661300000000002,1.5218099999999999,1.59232,1.50298,1.5413000000000001,1.60325,1.5747900000000001,1.5992600000000001,1.6038000000000001,1.5723099999999999,8.83457,8.83457,8.83457,1.5908600000000002,1.6566100000000001,1.66615,1.57982,1.4691,1.5218,1.68234,1.53761,1.55984,1.52115,1.49451,1.6004800000000001,1.48994,1.55414,1.53031,1.41894,1.44685,1.53399,1.5300799999999999,1.60934,1.50859,1.5130000000000001,1.51461,1.88703,1.83136,1.4416,1.4416
Trypodendron_domesticum,1.21831,1.48168,1.2608,1.258,1.3847399999999999,1.52726,1.72207,1.59062,1.5495999999999999,1.56206,1.61878,1.36641,1.70803,1.77821,1.82178,1.85542,1.7231999999999998,1.8649900000000001,1.6402299999999999,1.52927,1.73001,1.7255099999999999,1.8927399999999999,1.63063,1.60002,1.5480800000000001,1.77075,2.1908499999999997,2.1908499999999997,2.13139,2.11674,1.9463400000000002,1.8663699999999999,0.0,1.1231,0.8512500000000001,1.5840999999999998,1.6125500000000001,1.64505,1.78964,1.73139,1.99036,1.9734699999999998,1.7438099999999999,1.77509,2.44106,1.82859,1.89873,1.5291899999999998,1.7765,1.7765,1.46985,1.35101,1.35101,1.3045499999999999,1.3456299999999999,1.41015,1.4674999999999998,1.56083,1.38211,1.4424299999999999,1.52016,1.40388,1.51999,1.4004699999999999,1.50278,1.66873,1.53254,1.5077699999999998,1.46632,1.4976099999999999,1.5571799999999998,1.5680299999999998,1.62173,1.50489,1.5398100000000001,1.65069,1.6189,1.7022399999999998,1.57066,1.97959,1.4925799999999998,1.42096,1.47664,1.5471499999999998,1.4578099999999998,1.49613,1.55808,1.52962,1.55409,1.55863,1.52714,8.7894,8.7894,8.7894,1.54569,1.61144,1.6209799999999999,1.53465,1.42393,1.47663,1.6371699999999998,1.49244,1.51467,1.4759799999999998,1.4493399999999999,1.55531,1.44477,1.5089700000000001,1.48514,1.37377,1.4016799999999998,1.48882,1.48491,1.5641699999999998,1.4634200000000002,1.46783,1.4694399999999999,1.84186,1.78619,1.39643,1.39643
Xyloterinus_politus,1.67895,1.94232,1.7214399999999999,1.7186399999999997,1.8453799999999998,1.9878999999999998,2.1827099999999997,2.0512599999999996,2.0102399999999996,2.0227,2.07942,1.8270499999999998,2.1686699999999997,2.23885,2.2824199999999997,2.31606,2.18384,2.32563,2.1008699999999996,1.9899099999999998,2.1906499999999998,2.1861499999999996,2.3533799999999996,2.0912699999999997,2.06066,2.00872,2.2313899999999998,2.65149,2.65149,2.59203,2.57738,2.40698,2.3270099999999996,1.1231,0.0,1.31189,2.04474,2.07319,2.10569,2.25028,2.19203,2.4509999999999996,2.4341099999999996,2.2044499999999996,2.2357299999999998,2.9017,2.28923,2.3593699999999997,1.9898299999999998,2.2371399999999997,2.2371399999999997,1.9304899999999998,1.8116499999999998,1.8116499999999998,1.7651899999999998,1.8062699999999998,1.87079,1.9281399999999997,2.02147,1.8427499999999997,1.9030699999999998,1.9808,1.8645199999999997,1.9806299999999997,1.8611099999999998,1.9634199999999997,2.1293699999999998,1.9931799999999997,1.9684099999999998,1.9269599999999998,1.9582499999999998,2.0178199999999995,2.02867,2.0823699999999996,1.9655299999999998,2.00045,2.1113299999999997,2.0795399999999997,2.1628799999999995,2.0313,2.4402299999999997,1.9532199999999997,1.8815999999999997,1.93728,2.00779,1.9184499999999998,1.95677,2.01872,1.9902599999999997,2.0147299999999997,2.0192699999999997,1.9877799999999999,9.25004,9.25004,9.25004,2.0063299999999997,2.0720799999999997,2.08162,1.9952899999999998,1.8845699999999996,1.9372699999999998,2.09781,1.95308,1.97531,1.9366199999999998,1.9099799999999998,2.0159499999999997,1.9054099999999998,1.9696099999999999,1.9457799999999998,1.8344099999999997,1.8623199999999998,1.9494599999999997,1.94555,2.0248099999999996,1.9240599999999999,1.9284700000000001,1.93008,2.3025,2.24683,1.85707,1.85707
Procryphalus_mucronatus,1.09518,1.3585500000000001,1.13767,1.13487,1.2616100000000001,1.4041299999999999,1.59894,1.46749,1.4264700000000001,1.43893,1.49565,1.24328,1.5849,1.6550799999999999,1.69865,1.7322899999999999,1.60007,1.74186,1.5171000000000001,1.4061400000000002,1.6068799999999999,1.6023800000000001,1.7696100000000001,1.5074999999999998,1.47689,1.42495,1.6476199999999999,2.06772,2.06772,2.00826,1.9936099999999999,1.82321,1.7432400000000001,0.8512500000000001,1.31189,0.0,1.46097,1.48942,1.5219200000000002,1.6665100000000002,1.60826,1.8672299999999997,1.85034,1.6206800000000001,1.6519599999999999,2.31793,1.70546,1.7755999999999998,1.40606,1.65337,1.65337,1.34672,1.22788,1.22788,1.1814200000000001,1.2225000000000001,1.28702,1.34437,1.4377,1.25898,1.3193000000000001,1.39703,1.28075,1.39686,1.2773400000000001,1.3796499999999998,1.5455999999999999,1.4094099999999998,1.38464,1.3431899999999999,1.3744800000000001,1.43405,1.4449,1.4986,1.3817599999999999,1.41668,1.52756,1.4957699999999998,1.57911,1.44753,1.8564599999999998,1.36945,1.29783,1.35351,1.42402,1.33468,1.3730000000000002,1.4349500000000002,1.40649,1.43096,1.4355,1.40401,8.66627,8.66627,8.66627,1.42256,1.48831,1.4978500000000001,1.4115199999999999,1.3008,1.3535,1.51404,1.36931,1.39154,1.35285,1.32621,1.43218,1.32164,1.38584,1.3620100000000002,1.25064,1.27855,1.3656899999999998,1.36178,1.44104,1.34029,1.3447,1.34631,1.71873,1.6630600000000002,1.2733,1.2733
Hypothenemus_hampei,0.9812099999999999,1.24458,1.0237,1.0209000000000001,1.14764,1.29016,1.4849700000000001,1.35352,1.3125,1.32496,1.38168,1.12931,1.47093,1.54111,1.58468,1.61832,1.4861,1.62789,1.40313,1.29217,1.49291,1.48841,1.65564,1.39353,1.36292,1.31098,1.53365,1.9537499999999999,1.9537499999999999,1.89429,1.87964,1.70924,1.62927,1.5840999999999998,2.04474,1.46097,0.0,0.50851,0.54101,0.6856,0.62735,1.7532599999999998,1.73637,1.50671,1.53799,2.20396,1.5914899999999998,1.66163,1.29209,1.5394,1.5394,1.23275,1.11391,1.11391,1.06745,1.10853,1.17305,1.2304,1.3237299999999999,1.14501,1.20533,1.2830599999999999,1.16678,1.28289,1.16337,1.26568,1.43163,1.29544,1.27067,1.22922,1.26051,1.32008,1.33093,1.38463,1.26779,1.30271,1.4135900000000001,1.3818,1.4651399999999999,1.3335599999999999,1.7424899999999999,1.25548,1.1838600000000001,1.2395399999999999,1.31005,1.22071,1.25903,1.32098,1.2925200000000001,1.31699,1.32153,1.2900399999999999,8.5523,8.5523,8.5523,1.3085900000000001,1.3743400000000001,1.38388,1.29755,1.18683,1.23953,1.40007,1.25534,1.2775699999999999,1.23888,1.21224,1.31821,1.20767,1.27187,1.24804,1.13667,1.16458,1.25172,1.2478099999999999,1.32707,1.22632,1.23073,1.23234,1.60476,1.54909,1.15933,1.15933
Hypothenemus_seriatus,1.00966,1.27303,1.0521500000000001,1.04935,1.17609,1.31861,1.51342,1.38197,1.34095,1.3534100000000002,1.41013,1.1577600000000001,1.49938,1.56956,1.61313,1.64677,1.51455,1.6563400000000001,1.43158,1.3206200000000001,1.52136,1.51686,1.68409,1.42198,1.3913700000000002,1.3394300000000001,1.5621,1.9822,1.9822,1.9227400000000001,1.90809,1.7376900000000002,1.65772,1.6125500000000001,2.07319,1.48942,0.50851,0.0,0.4872,0.6317900000000001,0.5735399999999999,1.78171,1.76482,1.53516,1.56644,2.23241,1.6199400000000002,1.69008,1.32054,1.56785,1.56785,1.2612,1.14236,1.14236,1.0959,1.13698,1.2015000000000002,1.25885,1.3521800000000002,1.17346,1.23378,1.3115100000000002,1.19523,1.31134,1.19182,1.29413,1.46008,1.32389,1.29912,1.25767,1.28896,1.34853,1.35938,1.41308,1.29624,1.3311600000000001,1.44204,1.41025,1.49359,1.3620100000000002,1.77094,1.28393,1.21231,1.2679900000000002,1.3385,1.24916,1.2874800000000002,1.3494300000000001,1.32097,1.34544,1.34998,1.3184900000000002,8.58075,8.58075,8.58075,1.33704,1.40279,1.41233,1.326,1.21528,1.26798,1.42852,1.2837900000000002,1.3060200000000002,1.26733,1.24069,1.34666,1.23612,1.3003200000000001,1.2764900000000001,1.16512,1.19303,1.28017,1.2762600000000002,1.35552,1.2547700000000002,1.2591800000000002,1.26079,1.63321,1.57754,1.18778,1.18778
Hypothenemus_obscurus,1.04216,1.30553,1.0846500000000001,1.0818500000000002,1.20859,1.35111,1.5459200000000002,1.4144700000000001,1.37345,1.38591,1.44263,1.19026,1.5318800000000001,1.60206,1.6456300000000001,1.67927,1.54705,1.6888400000000001,1.46408,1.35312,1.55386,1.54936,1.71659,1.45448,1.42387,1.37193,1.5946,2.0147,2.0147,1.95524,1.94059,1.7701900000000002,1.69022,1.64505,2.10569,1.5219200000000002,0.54101,0.4872,0.0,0.66429,0.60604,1.8142099999999999,1.79732,1.56766,1.59894,2.26491,1.65244,1.72258,1.35304,1.6003500000000002,1.6003500000000002,1.2937,1.17486,1.17486,1.1284,1.16948,1.234,1.29135,1.38468,1.2059600000000001,1.26628,1.34401,1.22773,1.3438400000000001,1.22432,1.32663,1.49258,1.35639,1.33162,1.29017,1.32146,1.38103,1.39188,1.44558,1.32874,1.36366,1.4745400000000002,1.44275,1.52609,1.39451,1.80344,1.31643,1.2448100000000002,1.30049,1.371,1.28166,1.3199800000000002,1.38193,1.3534700000000002,1.3779400000000002,1.3824800000000002,1.35099,8.61325,8.61325,8.61325,1.3695400000000002,1.4352900000000002,1.44483,1.3585,1.2477800000000001,1.30048,1.46102,1.31629,1.33852,1.29983,1.27319,1.3791600000000002,1.26862,1.3328200000000001,1.30899,1.1976200000000001,1.22553,1.31267,1.30876,1.38802,1.2872700000000001,1.2916800000000002,1.29329,1.66571,1.6100400000000001,1.22028,1.22028
Hypothenemus_birmanus,1.18675,1.45012,1.22924,1.2264400000000002,1.35318,1.4957,1.6905100000000002,1.5590600000000001,1.51804,1.5305,1.58722,1.33485,1.6764700000000001,1.74665,1.7902200000000001,1.82386,1.69164,1.8334300000000001,1.60867,1.49771,1.69845,1.69395,1.86118,1.59907,1.56846,1.51652,1.73919,2.15929,2.15929,2.09983,2.0851800000000003,1.9147800000000001,1.83481,1.78964,2.25028,1.6665100000000002,0.6856,0.6317900000000001,0.66429,0.0,0.75063,1.9587999999999999,1.94191,1.71225,1.74353,2.4095,1.79703,1.86717,1.49763,1.7449400000000002,1.7449400000000002,1.43829,1.31945,1.31945,1.27299,1.31407,1.37859,1.43594,1.52927,1.3505500000000001,1.41087,1.4886,1.37232,1.4884300000000001,1.36891,1.47122,1.63717,1.50098,1.47621,1.43476,1.46605,1.52562,1.53647,1.59017,1.47333,1.50825,1.6191300000000002,1.58734,1.67068,1.5391,1.94803,1.46102,1.3894000000000002,1.44508,1.51559,1.42625,1.4645700000000001,1.52652,1.4980600000000002,1.5225300000000002,1.5270700000000001,1.49558,8.75784,8.75784,8.75784,1.5141300000000002,1.5798800000000002,1.58942,1.50309,1.39237,1.44507,1.60561,1.46088,1.48311,1.44442,1.41778,1.5237500000000002,1.41321,1.4774100000000001,1.45358,1.3422100000000001,1.37012,1.45726,1.45335,1.53261,1.4318600000000001,1.4362700000000002,1.43788,1.8103,1.7546300000000001,1.36487,1.36487
Hypothenemus_eruditus,1.1285,1.39187,1.17099,1.16819,1.29493,1.4374500000000001,1.63226,1.50081,1.45979,1.47225,1.5289700000000002,1.2766,1.61822,1.6884000000000001,1.73197,1.7656100000000001,1.63339,1.7751800000000002,1.55042,1.43946,1.6402,1.6357,1.80293,1.54082,1.51021,1.4582700000000002,1.68094,2.10104,2.10104,2.04158,2.02693,1.8565300000000002,1.77656,1.73139,2.19203,1.60826,0.62735,0.5735399999999999,0.60604,0.75063,0.0,1.90055,1.88366,1.654,1.6852800000000001,2.35125,1.73878,1.80892,1.4393799999999999,1.68669,1.68669,1.3800400000000002,1.2612,1.2612,1.21474,1.25582,1.32034,1.3776899999999999,1.47102,1.2923,1.35262,1.43035,1.31407,1.43018,1.31066,1.41297,1.57892,1.44273,1.4179599999999999,1.3765100000000001,1.4078,1.4673699999999998,1.4782199999999999,1.53192,1.4150800000000001,1.4500000000000002,1.56088,1.52909,1.6124299999999998,1.48085,1.88978,1.4027699999999999,1.33115,1.38683,1.4573399999999999,1.3679999999999999,1.40632,1.46827,1.43981,1.46428,1.46882,1.43733,8.69959,8.69959,8.69959,1.45588,1.52163,1.53117,1.4448400000000001,1.33412,1.3868200000000002,1.5473599999999998,1.40263,1.42486,1.38617,1.35953,1.4655,1.3549600000000002,1.4191600000000002,1.39533,1.28396,1.3118699999999999,1.39901,1.3951,1.47436,1.3736100000000002,1.37802,1.3796300000000001,1.75205,1.69638,1.3066200000000001,1.3066200000000001
Scolytus_schevyrewi,1.38747,1.65084,1.42996,1.4271599999999998,1.5538999999999998,1.6964199999999998,1.8912299999999997,1.7597799999999997,1.7187599999999998,1.73122,1.7879399999999999,1.5355699999999999,1.8771899999999997,1.9473699999999998,1.9909399999999997,2.02458,1.8923599999999998,2.03415,1.8093899999999998,1.6984299999999999,1.8991699999999998,1.8946699999999999,2.0618999999999996,1.7997899999999998,1.76918,1.7172399999999999,1.9399099999999998,2.36001,2.36001,2.30055,2.2859,2.1155,2.0355299999999996,1.99036,2.4509999999999996,1.8672299999999997,1.7532599999999998,1.78171,1.8142099999999999,1.9587999999999999,1.90055,0.0,0.71199,0.8723099999999999,0.90359,1.56956,0.95709,1.0272299999999999,1.6983499999999998,1.9456599999999997,1.9456599999999997,1.6390099999999999,1.5201699999999998,1.5201699999999998,1.4737099999999999,1.5147899999999999,1.57931,1.6366599999999998,1.72999,1.5512699999999997,1.6115899999999999,1.68932,1.5730399999999998,1.6891499999999997,1.5696299999999999,1.6719399999999998,1.8378899999999998,1.7016999999999998,1.6769299999999998,1.6354799999999998,1.6667699999999999,1.7263399999999998,1.7371899999999998,1.7908899999999996,1.6740499999999998,1.7089699999999999,1.8198499999999997,1.7880599999999998,1.8713999999999997,1.73982,2.1487499999999997,1.6617399999999998,1.5901199999999998,1.6458,1.7163099999999998,1.6269699999999998,1.66529,1.7272399999999999,1.6987799999999997,1.7232499999999997,1.7277899999999997,1.6963,8.95856,8.95856,8.95856,1.7148499999999998,1.7805999999999997,1.7901399999999998,1.7038099999999998,1.5930899999999997,1.6457899999999999,1.8063299999999998,1.6616,1.68383,1.6451399999999998,1.6184999999999998,1.7244699999999997,1.6139299999999999,1.67813,1.6542999999999999,1.5429299999999997,1.5708399999999998,1.6579799999999998,1.65407,1.7333299999999998,1.63258,1.6369900000000002,1.6386,2.0110200000000003,1.9553500000000001,1.56559,1.56559
Scolytus_ratzeburgi,1.37058,1.63395,1.41307,1.4102700000000001,1.53701,1.67953,1.8743400000000001,1.74289,1.70187,1.71433,1.77105,1.51868,1.8603,1.93048,1.97405,2.00769,1.87547,2.0172600000000003,1.7925,1.68154,1.88228,1.87778,2.04501,1.7829,1.75229,1.70035,1.92302,2.34312,2.34312,2.2836600000000002,2.2690099999999997,2.09861,2.01864,1.9734699999999998,2.4341099999999996,1.85034,1.73637,1.76482,1.79732,1.94191,1.88366,0.71199,0.0,0.8554200000000001,0.8867,1.55267,0.9402,1.01034,1.68146,1.92877,1.92877,1.62212,1.50328,1.50328,1.45682,1.4979,1.56242,1.61977,1.7130999999999998,1.53438,1.5947,1.6724299999999999,1.55615,1.67226,1.55274,1.65505,1.821,1.68481,1.66004,1.61859,1.64988,1.70945,1.7203,1.774,1.65716,1.69208,1.8029600000000001,1.77117,1.8545099999999999,1.7229299999999999,2.1318599999999996,1.64485,1.5732300000000001,1.6289099999999999,1.69942,1.61008,1.6484,1.71035,1.68189,1.70636,1.7109,1.6794099999999998,8.94167,8.94167,8.94167,1.6979600000000001,1.76371,1.77325,1.68692,1.5762,1.6289,1.78944,1.64471,1.6669399999999999,1.62825,1.60161,1.70758,1.59704,1.66124,1.63741,1.52604,1.55395,1.64109,1.6371799999999999,1.71644,1.61569,1.6201,1.62171,1.99413,1.93846,1.5487,1.5487
