,Ips_typographus,Ips_pini,Pityogenes_chalcographus,Pityogenes_hopkinsi,Eccoptopterus_spinosus,Webbia_pabo,Cryphalus_mangiferae,Hylocurus_langstoni,Hylesinus_varius,Hylesinus_crenatus,Hylesinus_aculeatus,Hylurgus_ligniperda,Hylurgus_micklitzi,Hylurgops_palliatus,Hylastes_porculus,Hylastes_cunicularius,Hylastes_ater,Hylastes_gracilis,Carphoborus_bifurcus,Crypturgus_hispidulus,Monarthrum_fasciatum,Monarthrum_mali,Gnathotrichus_materiarius,Pityophthorus_juglandis,Pityophthorus_pityographus,Ernoporus_tiliae,Eidophelus_fagi,Platypus_cylindrus,Platypus_koryoensis,Euplatypus_compositus,Myoplatypus_flavicornis,Pagiocerus_frontalis,Pycnarthrum_hispidum,Trypodendron_domesticum,Xyloterinus_politus,Procryphalus_mucronatus,Hypothenemus_hampei,Hypothenemus_seriatus,Hypothenemus_obscurus,Hypothenemus_birmanus,Hypothenemus_eruditus,Scolytus_schevyrewi,Scolytus_ratzeburgi,Scolytus_rugulosus,Scolytus_multistriatus,Scolytus_intricatus,Scolytus_carpini,Scolytus_dimidiatus,Polygraphus_poligraphus,Dendroterus_defectus,Tomicus_brevipilosus,Xylocleptes_bispinus,Taphrorychus_bicolor,Beaverium_insulindicus,Anisandrus_dispar,Anisandrus_sayi,Anisandrus_obesus,Anisandrus_maiche,Xylosandrus_crassiusculus,Xylosandrus_morigerus,Xylosandrus_amputatus,Diuncus_justus,Diuncus_papatrae,Diuncus_haberkorni,Euwallacea_similis,Euwallacea_fornicatus,Euwallacea_perbrevis,Euwallacea_kuroshio,Euwallacea_funereus,Euwallacea_wallacei,Euwallacea_destruens,Xyleborus_affinis,Xyleborus_ferrugineus,Xyleborus_perforans,Xyleborus_xylographus,Xyleborus_volvulus,Xyleborus_celsus,Xyleborus_monographus,Xyleborus_glabratus,Xyleborus_impressus,Xyleborus_bispinatus,Xyleborus_spinulosus,Coptoborus_coartatus,Coptoborus_pseudotenuis,Wallacellus_piceus,Xyleborinus_andrewesi,Xyleborinus_attenuatus,Xyleborinus_gracilis,Xyleborinus_artestriatus,Xyleborinus_exiguus,Truncaudum_agnatum,Truncaudum_impexum,Dendroctonus_rufipennis,Dendroctonus_frontalis,Dendroctonus_pseudotsugae,Leptoxyleborus_sordicauda,Hadrodemius_globus,Microperus_alpha,Microperus_popondettae,Coccotrypes_dactyliperda,Cnestus_mutilatus,Cnestus_bimaculatus,Pseudowebbia_trepanicauda,Ambrosiophilus_atratus,Ambrosiodmus_minor,Ambrosiodmus_lewisi,Ambrosiodmus_obliquus,Ambrosiodmus_tachygraphus,Ambrosiodmus_rubricollis,Ambrosiodmus_asperatus,Cyclorhipidion_pelliculosum,Cyclorhipidion_bodoanum,Dryocoetes_autographus,Dryocoetes_confusus,Debus_pumilus,Debus_emarginatus,Orthotomicus_erosus,Premnobius_cavipennis,Ips_sexdentatus,Ips_acuminatus,Ips_duplicatus,Ips_grandicollis
Hylesinus_aculeatus,1.01589,1.27926,1.05838,1.05558,1.18232,1.32484,1.51965,1.3881999999999999,0.521,0.53346,0.0,1.16399,1.50561,1.57579,1.61936,1.653,1.52078,1.66257,1.43781,1.32685,1.52759,1.52309,1.69032,1.42821,1.3976000000000002,1.34566,1.56833,1.98843,1.98843,1.92897,1.91432,1.7439200000000001,1.66395,1.61878,2.07942,1.49565,1.38168,1.41013,1.44263,1.58722,1.5289700000000002,1.7879399999999999,1.77105,1.54139,1.57267,2.23864,1.6261700000000001,1.69631,1.32677,1.57408,1.57408,1.26743,1.14859,1.14859,1.10213,1.14321,1.2077300000000002,1.26508,1.3584100000000001,1.17969,1.24001,1.3177400000000001,1.20146,1.31757,1.19805,1.30036,1.46631,1.33012,1.30535,1.2639,1.29519,1.35476,1.36561,1.4193099999999998,1.30247,1.33739,1.44827,1.41648,1.49982,1.3682400000000001,1.77717,1.29016,1.21854,1.2742200000000001,1.34473,1.25539,1.2937100000000001,1.35566,1.3272,1.35167,1.35621,1.3247200000000001,8.58698,8.58698,8.58698,1.34327,1.40902,1.41856,1.33223,1.2215099999999999,1.27421,1.43475,1.2900200000000002,1.3122500000000001,1.27356,1.24692,1.35289,1.24235,1.30655,1.28272,1.17135,1.19926,1.2864,1.2824900000000001,1.36175,1.2610000000000001,1.2654100000000001,1.26702,1.63944,1.58377,1.19401,1.19401
Hylurgus_ligniperda,0.76352,1.02689,0.80601,0.80321,0.92995,1.07247,1.26728,1.13583,1.09481,1.10727,1.16399,0.0,0.34162,0.4118,0.45536999999999994,0.48900999999999994,0.35679,0.49858,1.18544,1.07448,1.27522,1.27072,1.43795,1.17584,1.14523,1.09329,1.31596,1.73606,1.73606,1.6766,1.66195,1.4915500000000002,1.41158,1.36641,1.8270499999999998,1.24328,1.12931,1.1577600000000001,1.19026,1.33485,1.2766,1.5355699999999999,1.51868,1.28902,1.3203,1.98627,1.3738,1.44394,1.0744,1.32171,1.32171,1.01506,0.89622,0.89622,0.8497600000000001,0.8908400000000001,0.95536,1.01271,1.10604,0.9273199999999999,0.9876400000000001,1.06537,0.94909,1.0652,0.9456800000000001,1.04799,1.21394,1.07775,1.05298,1.01153,1.04282,1.10239,1.11324,1.1669399999999999,1.0501,1.08502,1.1959,1.16411,1.24745,1.11587,1.5248,1.03779,0.96617,1.02185,1.09236,1.00302,1.0413400000000002,1.10329,1.07483,1.0993,1.10384,1.07235,8.33461,8.33461,8.33461,1.0909,1.15665,1.16619,1.07986,0.9691399999999999,1.02184,1.18238,1.03765,1.05988,1.02119,0.99455,1.10052,0.9899800000000001,1.0541800000000001,1.03035,0.9189799999999999,0.94689,1.03403,1.03012,1.10938,1.0086300000000001,1.01304,1.01465,1.38707,1.3314,0.94164,0.94164
Hylurgus_micklitzi,1.10514,1.3685100000000001,1.14763,1.14483,1.27157,1.4140899999999998,1.6089,1.47745,1.43643,1.44889,1.50561,0.34162,0.0,0.75342,0.7969899999999999,0.83063,0.69841,0.8402000000000001,1.52706,1.4161000000000001,1.6168399999999998,1.61234,1.77957,1.5174599999999998,1.48685,1.43491,1.6575799999999998,2.07768,2.07768,2.01822,2.00357,1.83317,1.7532,1.70803,2.1686699999999997,1.5849,1.47093,1.49938,1.5318800000000001,1.6764700000000001,1.61822,1.8771899999999997,1.8603,1.63064,1.6619199999999998,2.32789,1.71542,1.7855599999999998,1.41602,1.66333,1.66333,1.3566799999999999,1.23784,1.23784,1.19138,1.23246,1.29698,1.35433,1.44766,1.26894,1.32926,1.40699,1.29071,1.40682,1.2873,1.3896099999999998,1.5555599999999998,1.4193699999999998,1.3946,1.3531499999999999,1.3844400000000001,1.44401,1.45486,1.50856,1.3917199999999998,1.42664,1.53752,1.5057299999999998,1.58907,1.45749,1.8664199999999997,1.37941,1.30779,1.36347,1.43398,1.34464,1.3829600000000002,1.4449100000000001,1.41645,1.44092,1.44546,1.41397,8.67623,8.67623,8.67623,1.43252,1.49827,1.50781,1.4214799999999999,1.31076,1.36346,1.524,1.37927,1.4015,1.36281,1.33617,1.44214,1.3316,1.3958,1.3719700000000001,1.2606,1.28851,1.3756499999999998,1.37174,1.451,1.35025,1.35466,1.3562699999999999,1.72869,1.6730200000000002,1.28326,1.28326
Hylurgops_palliatus,1.17532,1.43869,1.21781,1.21501,1.34175,1.48427,1.67908,1.5476299999999998,1.50661,1.5190700000000001,1.57579,0.4118,0.75342,0.0,0.73683,0.77047,0.63825,0.7800400000000001,1.59724,1.48628,1.68702,1.68252,1.84975,1.58764,1.5570300000000001,1.50509,1.72776,2.1478599999999997,2.1478599999999997,2.0884,2.07375,1.90335,1.82338,1.77821,2.23885,1.6550799999999999,1.54111,1.56956,1.60206,1.74665,1.6884000000000001,1.9473699999999998,1.93048,1.70082,1.7321,2.3980699999999997,1.7856,1.85574,1.4862,1.7335099999999999,1.7335099999999999,1.42686,1.30802,1.30802,1.26156,1.30264,1.3671600000000002,1.42451,1.51784,1.3391199999999999,1.39944,1.47717,1.36089,1.4769999999999999,1.35748,1.45979,1.62574,1.48955,1.46478,1.42333,1.45462,1.51419,1.52504,1.5787399999999998,1.4619,1.49682,1.6077,1.57591,1.65925,1.52767,1.9365999999999999,1.44959,1.37797,1.43365,1.50416,1.41482,1.45314,1.51509,1.48663,1.5110999999999999,1.5156399999999999,1.48415,8.746410000000001,8.746410000000001,8.746410000000001,1.5027,1.56845,1.57799,1.49166,1.3809399999999998,1.43364,1.59418,1.4494500000000001,1.47168,1.43299,1.40635,1.5123199999999999,1.40178,1.46598,1.44215,1.3307799999999999,1.35869,1.44583,1.44192,1.52118,1.42043,1.42484,1.42645,1.79887,1.7431999999999999,1.35344,1.35344
Hylastes_porculus,1.2188899999999998,1.48226,1.26138,1.25858,1.38532,1.5278399999999999,1.72265,1.5912,1.5501800000000001,1.56264,1.61936,0.45536999999999994,0.7969899999999999,0.73683,0.0,0.38726,0.37772,0.5930500000000001,1.64081,1.5298500000000002,1.7305899999999999,1.7260900000000001,1.8933200000000001,1.6312099999999998,1.6006,1.54866,1.7713299999999998,2.19143,2.19143,2.13197,2.11732,1.94692,1.86695,1.82178,2.2824199999999997,1.69865,1.58468,1.61313,1.6456300000000001,1.7902200000000001,1.73197,1.9909399999999997,1.97405,1.74439,1.7756699999999999,2.44164,1.82917,1.8993099999999998,1.52977,1.77708,1.77708,1.47043,1.35159,1.35159,1.3051300000000001,1.3462100000000001,1.41073,1.46808,1.56141,1.38269,1.4430100000000001,1.52074,1.40446,1.52057,1.4010500000000001,1.5033599999999998,1.6693099999999998,1.5331199999999998,1.50835,1.4668999999999999,1.4981900000000001,1.55776,1.56861,1.62231,1.5054699999999999,1.54039,1.65127,1.6194799999999998,1.70282,1.57124,1.9801699999999998,1.49316,1.42154,1.47722,1.54773,1.45839,1.4967100000000002,1.5586600000000002,1.5302,1.55467,1.55921,1.52772,8.78998,8.78998,8.78998,1.54627,1.61202,1.6215600000000001,1.5352299999999999,1.42451,1.47721,1.63775,1.49302,1.51525,1.47656,1.44992,1.55589,1.44535,1.50955,1.4857200000000002,1.37435,1.40226,1.4893999999999998,1.48549,1.56475,1.464,1.46841,1.4700199999999999,1.8424399999999999,1.7867699999999997,1.3970099999999999,1.3970099999999999
Hylastes_cunicularius,1.25253,1.5159,1.29502,1.29222,1.41896,1.56148,1.75629,1.6248399999999998,1.58382,1.5962800000000001,1.653,0.48900999999999994,0.83063,0.77047,0.38726,0.0,0.41135999999999995,0.62669,1.67445,1.56349,1.76423,1.75973,1.92696,1.66485,1.6342400000000001,1.5823,1.80497,2.2250699999999997,2.2250699999999997,2.16561,2.15096,1.98056,1.90059,1.85542,2.31606,1.7322899999999999,1.61832,1.64677,1.67927,1.82386,1.7656100000000001,2.02458,2.00769,1.77803,1.80931,2.4752799999999997,1.86281,1.93295,1.56341,1.8107199999999999,1.8107199999999999,1.50407,1.38523,1.38523,1.33877,1.37985,1.4443700000000002,1.50172,1.59505,1.4163299999999999,1.47665,1.55438,1.4381,1.5542099999999999,1.43469,1.537,1.70295,1.56676,1.54199,1.50054,1.53183,1.5914,1.60225,1.6559499999999998,1.53911,1.57403,1.68491,1.65312,1.73646,1.60488,2.01381,1.5268,1.45518,1.51086,1.58137,1.49203,1.53035,1.5923,1.56384,1.5883099999999999,1.5928499999999999,1.56136,8.82362,8.82362,8.82362,1.57991,1.64566,1.6552,1.56887,1.4581499999999998,1.51085,1.67139,1.5266600000000001,1.54889,1.5102,1.48356,1.5895299999999999,1.47899,1.54319,1.51936,1.4079899999999999,1.4359,1.52304,1.51913,1.59839,1.49764,1.50205,1.50366,1.87608,1.8204099999999999,1.43065,1.43065
Hylastes_ater,1.12031,1.38368,1.1628,1.1600000000000001,1.28674,1.42926,1.6240700000000001,1.49262,1.4516,1.46406,1.52078,0.35679,0.69841,0.63825,0.37772,0.41135999999999995,0.0,0.49447,1.54223,1.43127,1.63201,1.62751,1.79474,1.53263,1.50202,1.45008,1.67275,2.09285,2.09285,2.03339,2.01874,1.84834,1.76837,1.7231999999999998,2.18384,1.60007,1.4861,1.51455,1.54705,1.69164,1.63339,1.8923599999999998,1.87547,1.64581,1.67709,2.34306,1.7305899999999999,1.80073,1.43119,1.6785,1.6785,1.37185,1.25301,1.25301,1.20655,1.24763,1.31215,1.3695,1.4628299999999999,1.28411,1.34443,1.4221599999999999,1.30588,1.42199,1.30247,1.40478,1.57073,1.43454,1.40977,1.36832,1.39961,1.45918,1.47003,1.52373,1.40689,1.44181,1.5526900000000001,1.5209,1.6042399999999999,1.4726599999999999,1.8815899999999999,1.39458,1.3229600000000001,1.3786399999999999,1.44915,1.35981,1.39813,1.46008,1.4316200000000001,1.45609,1.46063,1.4291399999999999,8.6914,8.6914,8.6914,1.4476900000000001,1.5134400000000001,1.52298,1.43665,1.32593,1.37863,1.53917,1.39444,1.4166699999999999,1.37798,1.35134,1.45731,1.34677,1.41097,1.38714,1.27577,1.30368,1.39082,1.3869099999999999,1.46617,1.36542,1.36983,1.37144,1.74386,1.68819,1.29843,1.29843
Hylastes_gracilis,1.2621,1.52547,1.3045900000000001,1.30179,1.42853,1.57105,1.76586,1.63441,1.59339,1.6058500000000002,1.66257,0.49858,0.8402000000000001,0.7800400000000001,0.5930500000000001,0.62669,0.49447,0.0,1.68402,1.5730600000000001,1.7738,1.7693,1.93653,1.67442,1.6438100000000002,1.5918700000000001,1.81454,2.2346399999999997,2.2346399999999997,2.17518,2.16053,1.9901300000000002,1.91016,1.8649900000000001,2.32563,1.74186,1.62789,1.6563400000000001,1.6888400000000001,1.8334300000000001,1.7751800000000002,2.03415,2.0172600000000003,1.7876,1.81888,2.48485,1.8723800000000002,1.94252,1.57298,1.82029,1.82029,1.51364,1.3948,1.3948,1.34834,1.38942,1.4539400000000002,1.51129,1.6046200000000002,1.4259,1.48622,1.5639500000000002,1.44767,1.56378,1.44426,1.54657,1.71252,1.57633,1.55156,1.51011,1.5414,1.60097,1.61182,1.66552,1.54868,1.5836000000000001,1.69448,1.66269,1.74603,1.6144500000000002,2.02338,1.53637,1.46475,1.5204300000000002,1.59094,1.5016,1.5399200000000002,1.6018700000000001,1.57341,1.59788,1.60242,1.5709300000000002,8.83319,8.83319,8.83319,1.58948,1.65523,1.66477,1.57844,1.46772,1.52042,1.68096,1.5362300000000002,1.5584600000000002,1.51977,1.49313,1.5991,1.48856,1.5527600000000001,1.5289300000000001,1.41756,1.44547,1.53261,1.5287000000000002,1.60796,1.5072100000000002,1.5116200000000002,1.51323,1.88565,1.82998,1.44022,1.44022
Carphoborus_bifurcus,1.03734,1.30071,1.07983,1.0770300000000002,1.20377,1.34629,1.5411000000000001,1.40965,1.36863,1.38109,1.43781,1.18544,1.52706,1.59724,1.64081,1.67445,1.54223,1.68402,0.0,1.3483,1.54904,1.54454,1.71177,1.44966,1.41905,1.36711,1.58978,2.00988,2.00988,1.95042,1.93577,1.76537,1.6854,1.6402299999999999,2.1008699999999996,1.5171000000000001,1.40313,1.43158,1.46408,1.60867,1.55042,1.8093899999999998,1.7925,1.56284,1.59412,2.26009,1.6476199999999999,1.71776,1.34822,1.5955300000000001,1.5955300000000001,1.28888,1.17004,1.17004,1.12358,1.16466,1.22918,1.28653,1.3798599999999999,1.20114,1.26146,1.3391899999999999,1.22291,1.33902,1.2195,1.32181,1.48776,1.35157,1.3268,1.28535,1.31664,1.37621,1.38706,1.44076,1.32392,1.35884,1.4697200000000001,1.43793,1.52127,1.3896899999999999,1.7986199999999999,1.31161,1.2399900000000001,1.2956699999999999,1.36618,1.27684,1.31516,1.37711,1.3486500000000001,1.3731200000000001,1.37766,1.3461699999999999,8.60843,8.60843,8.60843,1.3647200000000002,1.4304700000000001,1.44001,1.35368,1.24296,1.29566,1.4562,1.31147,1.3336999999999999,1.29501,1.26837,1.3743400000000001,1.2638,1.328,1.30417,1.1928,1.22071,1.30785,1.3039399999999999,1.3832,1.28245,1.2868600000000001,1.28847,1.66089,1.60522,1.21546,1.21546
Crypturgus_hispidulus,0.92638,1.18975,0.9688700000000001,0.9660700000000001,1.09281,1.23533,1.4301400000000002,1.2986900000000001,1.25767,1.27013,1.32685,1.07448,1.4161000000000001,1.48628,1.5298500000000002,1.56349,1.43127,1.5730600000000001,1.3483,0.0,1.43808,1.43358,1.60081,1.3387,1.30809,1.25615,1.47882,1.89892,1.89892,1.83946,1.82481,1.6544100000000002,1.57444,1.52927,1.9899099999999998,1.4061400000000002,1.29217,1.3206200000000001,1.35312,1.49771,1.43946,1.6984299999999999,1.68154,1.45188,1.48316,2.14913,1.53666,1.6068,1.23726,1.4845700000000002,1.4845700000000002,1.17792,1.05908,1.05908,1.01262,1.0537,1.11822,1.17557,1.2689,1.0901800000000001,1.1505,1.22823,1.11195,1.2280600000000002,1.10854,1.21085,1.3768,1.24061,1.21584,1.17439,1.20568,1.26525,1.2761,1.3298,1.21296,1.24788,1.3587600000000002,1.32697,1.41031,1.27873,1.68766,1.20065,1.1290300000000002,1.18471,1.25522,1.16588,1.2042000000000002,1.26615,1.2376900000000002,1.2621600000000002,1.2667000000000002,1.23521,8.49747,8.49747,8.49747,1.2537600000000002,1.3195100000000002,1.32905,1.24272,1.1320000000000001,1.1847,1.34524,1.20051,1.22274,1.18405,1.15741,1.2633800000000002,1.15284,1.2170400000000001,1.19321,1.0818400000000001,1.10975,1.19689,1.19298,1.27224,1.1714900000000001,1.1759000000000002,1.17751,1.54993,1.4942600000000001,1.1045,1.1045
Monarthrum_fasciatum,1.12712,1.39049,1.16961,1.16681,1.29355,1.43607,1.6308799999999999,1.4994299999999998,1.45841,1.4708700000000001,1.52759,1.27522,1.6168399999999998,1.68702,1.7305899999999999,1.76423,1.63201,1.7738,1.54904,1.43808,0.0,0.53408,0.92093,1.53944,1.5088300000000001,1.45689,1.67956,2.09966,2.09966,2.0402,2.02555,1.85515,1.77518,1.73001,2.1906499999999998,1.6068799999999999,1.49291,1.52136,1.55386,1.69845,1.6402,1.8991699999999998,1.88228,1.65262,1.6839,2.34987,1.7374,1.80754,1.438,1.6853099999999999,1.6853099999999999,1.37866,1.25982,1.25982,1.21336,1.25444,1.3189600000000001,1.37631,1.46964,1.2909199999999998,1.35124,1.42897,1.31269,1.4287999999999998,1.30928,1.41159,1.57754,1.44135,1.41658,1.37513,1.40642,1.46599,1.47684,1.5305399999999998,1.4137,1.44862,1.5594999999999999,1.52771,1.6110499999999999,1.47947,1.8883999999999999,1.40139,1.32977,1.38545,1.45596,1.36662,1.40494,1.46689,1.4384299999999999,1.4628999999999999,1.4674399999999999,1.43595,8.69821,8.69821,8.69821,1.4545,1.5202499999999999,1.52979,1.44346,1.3327399999999998,1.38544,1.54598,1.40125,1.42348,1.38479,1.35815,1.4641199999999999,1.35358,1.41778,1.39395,1.2825799999999998,1.31049,1.39763,1.39372,1.47298,1.37223,1.37664,1.37825,1.75067,1.6949999999999998,1.30524,1.30524
Monarthrum_mali,1.12262,1.38599,1.16511,1.1623100000000002,1.28905,1.43157,1.6263800000000002,1.49493,1.45391,1.46637,1.52309,1.27072,1.61234,1.68252,1.7260900000000001,1.75973,1.62751,1.7693,1.54454,1.43358,0.53408,0.0,0.9164300000000001,1.53494,1.50433,1.45239,1.67506,2.09516,2.09516,2.0357000000000003,2.02105,1.8506500000000001,1.77068,1.7255099999999999,2.1861499999999996,1.6023800000000001,1.48841,1.51686,1.54936,1.69395,1.6357,1.8946699999999999,1.87778,1.64812,1.6794,2.34537,1.7328999999999999,1.80304,1.4335,1.6808100000000001,1.6808100000000001,1.37416,1.25532,1.25532,1.20886,1.24994,1.31446,1.37181,1.4651399999999999,1.2864200000000001,1.34674,1.42447,1.30819,1.4243000000000001,1.30478,1.40709,1.57304,1.43685,1.41208,1.37063,1.40192,1.46149,1.47234,1.52604,1.4092,1.44412,1.5550000000000002,1.52321,1.60655,1.47497,1.8839,1.39689,1.3252700000000002,1.38095,1.45146,1.36212,1.4004400000000001,1.46239,1.4339300000000001,1.4584000000000001,1.4629400000000001,1.43145,8.69371,8.69371,8.69371,1.4500000000000002,1.5157500000000002,1.52529,1.43896,1.32824,1.38094,1.54148,1.39675,1.41898,1.38029,1.35365,1.4596200000000001,1.34908,1.41328,1.38945,1.27808,1.30599,1.39313,1.38922,1.46848,1.3677300000000001,1.3721400000000001,1.37375,1.74617,1.6905000000000001,1.30074,1.30074
Gnathotrichus_materiarius,1.28985,1.55322,1.33234,1.3295400000000002,1.45628,1.5988,1.7936100000000001,1.66216,1.62114,1.6336,1.69032,1.43795,1.77957,1.84975,1.8933200000000001,1.92696,1.79474,1.93653,1.71177,1.60081,0.92093,0.9164300000000001,0.0,1.70217,1.67156,1.61962,1.84229,2.26239,2.26239,2.2029300000000003,2.18828,2.01788,1.93791,1.8927399999999999,2.3533799999999996,1.7696100000000001,1.65564,1.68409,1.71659,1.86118,1.80293,2.0618999999999996,2.04501,1.81535,1.84663,2.5126,1.9001299999999999,1.97027,1.60073,1.8480400000000001,1.8480400000000001,1.54139,1.42255,1.42255,1.37609,1.41717,1.48169,1.53904,1.6323699999999999,1.45365,1.51397,1.5917,1.47542,1.5915300000000001,1.47201,1.57432,1.74027,1.60408,1.57931,1.53786,1.56915,1.62872,1.63957,1.69327,1.57643,1.61135,1.7222300000000001,1.69044,1.77378,1.6421999999999999,2.0511299999999997,1.56412,1.4925000000000002,1.54818,1.61869,1.52935,1.5676700000000001,1.62962,1.6011600000000001,1.6256300000000001,1.6301700000000001,1.5986799999999999,8.86094,8.86094,8.86094,1.6172300000000002,1.6829800000000001,1.69252,1.60619,1.49547,1.54817,1.70871,1.56398,1.58621,1.54752,1.52088,1.6268500000000001,1.51631,1.58051,1.55668,1.44531,1.47322,1.56036,1.55645,1.63571,1.53496,1.5393700000000001,1.54098,1.9134,1.85773,1.46797,1.46797
Pityophthorus_juglandis,1.02774,1.29111,1.07023,1.0674299999999999,1.19417,1.33669,1.5314999999999999,1.4000499999999998,1.35903,1.37149,1.42821,1.17584,1.5174599999999998,1.58764,1.6312099999999998,1.66485,1.53263,1.67442,1.44966,1.3387,1.53944,1.53494,1.70217,0.0,0.62791,1.35751,1.58018,2.00028,2.00028,1.94082,1.92617,1.75577,1.6758,1.63063,2.0912699999999997,1.5074999999999998,1.39353,1.42198,1.45448,1.59907,1.54082,1.7997899999999998,1.7829,1.55324,1.58452,2.25049,1.63802,1.70816,1.33862,1.5859299999999998,1.5859299999999998,1.27928,1.16044,1.16044,1.11398,1.15506,1.21958,1.27693,1.37026,1.1915399999999998,1.25186,1.32959,1.2133099999999999,1.3294199999999998,1.2099,1.3122099999999999,1.47816,1.3419699999999999,1.3172,1.27575,1.30704,1.3666099999999999,1.37746,1.4311599999999998,1.31432,1.34924,1.4601199999999999,1.4283299999999999,1.5116699999999998,1.38009,1.7890199999999998,1.30201,1.2303899999999999,1.28607,1.35658,1.26724,1.30556,1.36751,1.3390499999999999,1.3635199999999998,1.3680599999999998,1.33657,8.59883,8.59883,8.59883,1.3551199999999999,1.4208699999999999,1.43041,1.34408,1.2333599999999998,1.28606,1.4465999999999999,1.30187,1.3241,1.28541,1.25877,1.3647399999999998,1.2542,1.3184,1.29457,1.1831999999999998,1.21111,1.29825,1.29434,1.3736,1.27285,1.27726,1.27887,1.65129,1.59562,1.20586,1.20586
Pityophthorus_pityographus,0.9971300000000001,1.2605000000000002,1.03962,1.03682,1.16356,1.3060800000000001,1.50089,1.36944,1.32842,1.34088,1.3976000000000002,1.14523,1.48685,1.5570300000000001,1.6006,1.6342400000000001,1.50202,1.6438100000000002,1.41905,1.30809,1.5088300000000001,1.50433,1.67156,0.62791,0.0,1.3269000000000002,1.5495700000000001,1.9696699999999998,1.9696699999999998,1.9102100000000002,1.8955600000000001,1.7251600000000002,1.64519,1.60002,2.06066,1.47689,1.36292,1.3913700000000002,1.42387,1.56846,1.51021,1.76918,1.75229,1.52263,1.5539100000000001,2.21988,1.60741,1.67755,1.30801,1.55532,1.55532,1.2486700000000002,1.1298300000000001,1.1298300000000001,1.08337,1.12445,1.18897,1.2463199999999999,1.33965,1.16093,1.22125,1.29898,1.1827,1.29881,1.17929,1.2816,1.4475500000000001,1.31136,1.28659,1.2451400000000001,1.27643,1.3359999999999999,1.3468499999999999,1.40055,1.2837100000000001,1.3186300000000002,1.42951,1.39772,1.4810599999999998,1.34948,1.75841,1.2713999999999999,1.19978,1.25546,1.3259699999999999,1.23663,1.27495,1.3369,1.30844,1.33291,1.33745,1.30596,8.56822,8.56822,8.56822,1.32451,1.39026,1.3998,1.3134700000000001,1.20275,1.2554500000000002,1.4159899999999999,1.27126,1.29349,1.2548,1.22816,1.33413,1.2235900000000002,1.2877900000000002,1.26396,1.15259,1.1804999999999999,1.26764,1.26373,1.34299,1.2422400000000002,1.24665,1.24826,1.6206800000000001,1.56501,1.1752500000000001,1.1752500000000001
Ernoporus_tiliae,0.94519,1.20856,0.9876800000000001,0.9848800000000001,1.11162,1.25414,1.44895,1.3175,1.27648,1.2889400000000002,1.34566,1.09329,1.43491,1.50509,1.54866,1.5823,1.45008,1.5918700000000001,1.36711,1.25615,1.45689,1.45239,1.61962,1.35751,1.3269000000000002,0.0,1.49763,1.91773,1.91773,1.85827,1.84362,1.6732200000000002,1.59325,1.5480800000000001,2.00872,1.42495,1.31098,1.3394300000000001,1.37193,1.51652,1.4582700000000002,1.7172399999999999,1.70035,1.47069,1.50197,2.1679399999999998,1.5554700000000001,1.62561,1.25607,1.50338,1.50338,1.19673,1.07789,1.07789,1.03143,1.07251,1.1370300000000002,1.19438,1.2877100000000001,1.10899,1.16931,1.2470400000000001,1.13076,1.24687,1.12735,1.22966,1.39561,1.25942,1.23465,1.1932,1.22449,1.28406,1.29491,1.3486099999999999,1.23177,1.26669,1.37757,1.34578,1.42912,1.2975400000000001,1.70647,1.21946,1.14784,1.2035200000000001,1.27403,1.18469,1.2230100000000002,1.28496,1.2565,1.28097,1.28551,1.2540200000000001,8.51628,8.51628,8.51628,1.27257,1.33832,1.34786,1.26153,1.1508099999999999,1.20351,1.36405,1.2193200000000002,1.2415500000000002,1.20286,1.17622,1.28219,1.17165,1.2358500000000001,1.21202,1.10065,1.12856,1.2157,1.2117900000000001,1.29105,1.1903000000000001,1.1947100000000002,1.19632,1.56874,1.51307,1.12331,1.12331
Eidophelus_fagi,1.16786,1.43123,1.21035,1.20755,1.33429,1.47681,1.6716199999999999,1.5401699999999998,1.49915,1.5116100000000001,1.56833,1.31596,1.6575799999999998,1.72776,1.7713299999999998,1.80497,1.67275,1.81454,1.58978,1.47882,1.67956,1.67506,1.84229,1.58018,1.5495700000000001,1.49763,0.0,2.1403999999999996,2.1403999999999996,2.08094,2.06629,1.89589,1.81592,1.77075,2.2313899999999998,1.6476199999999999,1.53365,1.5621,1.5946,1.73919,1.68094,1.9399099999999998,1.92302,1.69336,1.72464,2.3906099999999997,1.77814,1.84828,1.47874,1.7260499999999999,1.7260499999999999,1.4194,1.30056,1.30056,1.2541,1.29518,1.3597000000000001,1.41705,1.51038,1.3316599999999998,1.39198,1.46971,1.35343,1.4695399999999998,1.35002,1.45233,1.61828,1.48209,1.45732,1.41587,1.44716,1.50673,1.51758,1.5712799999999998,1.45444,1.48936,1.6002399999999999,1.56845,1.6517899999999999,1.52021,1.9291399999999999,1.44213,1.37051,1.42619,1.4967,1.40736,1.44568,1.50763,1.4791699999999999,1.5036399999999999,1.5081799999999999,1.47669,8.738949999999999,8.738949999999999,8.738949999999999,1.49524,1.5609899999999999,1.57053,1.4842,1.3734799999999998,1.42618,1.58672,1.44199,1.46422,1.42553,1.39889,1.5048599999999999,1.39432,1.45852,1.43469,1.3233199999999998,1.35123,1.43837,1.43446,1.51372,1.41297,1.41738,1.41899,1.79141,1.7357399999999998,1.34598,1.34598
