,Anisandrus_dispar,Anisandrus_maiche,Xylosandrus_compactus,Xylosandrus_germanus,Xylosandrus_morigerus,Cnestus_bimaculatus,Cnestus_mutilatus,Diuncus_haberkorni,Hadrodemius_globus,Coccotrypes_dactyliperda,Coccotrypes_carpophagus,Leptoxyleborus_sordicauda,Xyleborus_xylographus,Truncaudum_agnatum,Truncaudum_impexum,Euwallacea_destruens,Euwallacea_wallacei,Wallacellus_piceus,Cyclorhipidion_bodoanum,Cyclorhipidion_pelliculosum,Debus_emarginatus,Debus_pumilus,Pseudowebbia_trepanicauda,Xyleborus_affinis,Xyleborus_perforans,Xyleborus_ferrugineus,Xyleborus_impressus,Xyleborus_bispinatus,Xyleborus_celsus,Xyleborus_monographus,Xyleborus_volvulus,Xyleborus_glabratus,Ambrosiodmus_asperatus,Ambrosiophilus_atratus,Ambrosiodmus_obliquus,Ambrosiodmus_tachygraphus,Ambrosiodmus_lewisi,Ambrosiodmus_minor,Ambrosiodmus_rubricollis,Coptoborus_coartatus,Coptoborus_pseudotenuis,Euwallacea_fornicatus,Euwallacea_similis,Xyleborus_spinulosus,Euwallacea_interjectus,Euwallacea_validus,Euwallacea_perbrevis,Euwallacea_funereus,Euwallacea_kuroshio,Crypturgus_hispidulus,Gnathotrichus_materiarius,Pseudopityophthorus_pruinosus,Pityophthorus_pityographus,Monarthrum_mali,Monarthrum_fasciatum,Procryphalus_mucronatus,Dendroterus_defectus,Scolytus_aztecus,Scolytus_rugulosus,Scolytus_intricatus,Scolytus_multistriatus,Scolytus_ratzeburgi,Scolytus_schevyrewi,Pagiocerus_frontalis,Scolytus_dimidiatus,Scolytus_carpini,Hypothenemus_birmanus,Hypothenemus_obscurus,Hypothenemus_seriatus,Hypothenemus_eruditus,Hypothenemus_hampei,Hylocurus_langstoni,Pityophthorus_juglandis,Ernoporus_tiliae,Eidophelus_fagi,Polygraphus_poligraphus,Hylastes_porculus,Hylastes_cunicularius,Hylastes_ater,Hylastes_gracilis,Hylurgops_palliatus,Hylurgus_ligniperda,Tomicus_piniperda,Tomicus_brevipilosus,Tomicus_destruens,Hylurgus_micklitzi,Dendroctonus_adjunctus,Dendroctonus_frontalis,Dendroctonus_ponderosae,Dendroctonus_pseudotsugae,Dendroctonus_rufipennis,Dendroctonus_terebrans,Dendroctonus_valens,Hylesinus_varius,Hylesinus_toranio,Hylesinus_crenatus,Hylesinus_aculeatus,Myoplatypus_flavicornis,Euplatypus_compositus,Platypus_koryoensis,Trypodendron_domesticum,Trypodendron_lineatum,Trypodendron_signatum,Xyloterinus_politus,Pycnarthrum_hispidum,Carphoborus_bifurcus,Cryphalus_mangiferae,Ips_acuminatus,Ips_duplicatus,Ips_pini,Ips_typographus,Ips_avulsus,Ips_calligraphus,Ips_grandicollis,Ips_sexdentatus,Orthotomicus_caelatus,Orthotomicus_erosus,Premnobius_cavipennis,Pityogenes_chalcographus,Pityogenes_hopkinsi,Xylocleptes_bispinus,Dactylotrypes_longicollis,Taphrorychus_bicolor,Dryocoetes_autographus,Dryocoetes_confusus,Eccoptopterus_spinosus,Webbia_pabo,Diuncus_justus,Xyleborinus_schaufussi,Xyleborinus_andrewesi,Xyleborinus_attenuatus,Xyleborinus_saxesenii,Xyleborinus_gracilis,Xyleborinus_artestriatus,Xyleborinus_exiguus,Microperus_alpha,Microperus_popondettae,Xylosandrus_amputatus,Xylosandrus_crassiusculus,Diuncus_papatrae,Anisandrus_obesus,Anisandrus_sayi
Xyleborus_celsus,0.2549889405,0.2332573442,0.21294898939999998,0.2607550437,0.24599150039999998,0.3023591673,0.26431688639999995,0.2553796033,0.2329866023,0.21283769419999998,0.2262893178,0.2347099414,0.2278870029,0.23668686579999998,0.2399706576,0.18114923030000002,0.1839166445,0.1778628601,0.1992870848,0.1898228266,0.1952519273,0.19257429799999998,0.1987917259,0.13495811280000003,0.1397713882,0.1337116008,0.1427291501,0.1265990433,0.0,0.1262432345,0.1905575656,0.1512905825,0.2007561514,0.2064907636,0.1844026644,0.18978465109999998,0.180360626,0.1811116093,0.18048433149999998,0.1758309415,0.1806305969,0.24967531510000002,0.31380356070000004,0.320584103,0.2400752086,0.21913593590000002,0.2311181331,0.21735739780000002,0.21783091910000002,0.3573938578,0.4413033361,0.5299076074,0.4011178917,0.41839383269999997,0.4170146259,0.4456715109,0.4538148574,0.4971885764,0.4937833769,0.5168109025,0.5225273287,0.5249048884999999,0.8268224104999999,0.8712038574000001,0.4869293357,0.4534799747,0.4575905348,0.4574835887,0.4588955058,0.42539962130000003,0.4041016447,0.4446286551,0.3994798136,0.43537691009999996,0.43375735099999996,0.40912407339999995,0.4426405308,0.4813458418,0.4185846059,0.43398300409999996,0.41334225799999996,0.9768093647,0.4120645122,0.4265718084,0.4340067411,0.38551815559999997,0.6209781151,0.41720928910000005,0.3908433706,0.4170671355,0.4172035846,0.40817933440000004,0.40982158,0.3876473572,0.3895001361,0.356151376,0.356388273,0.4722147935,0.45460872750000003,0.45548065730000004,0.4098184919,0.45478846440000004,0.40924192060000003,0.43589255190000004,0.3971409919,0.3835355627,0.3974516767,0.3454550965,0.3706354097,0.35569545659999996,0.3784481904,0.3861040205,0.38940000179999995,0.39730669399999996,0.3550174221,0.3576071182,0.3474689358,0.41655357190000003,0.359888731,0.3672224229,0.3222387346,0.3914574546,0.2909578293,0.2584057984,0.2290530399,0.2631987468,0.2602787125,0.2671262253,0.233963914,0.2428145908,0.2432578546,0.2449846621,0.2376651301,0.2122629726,0.2397061423,0.2188078007,0.2313931211,0.24275180289999998,0.2495000305,0.24386190280000003,0.24744892500000001,0.2472599344
Xyleborus_monographus,0.26144454920000004,0.2397129529,0.2194045981,0.26721065239999997,0.2524471091,0.30881477599999996,0.2707724951,0.26183521200000004,0.23944221100000002,0.2192933029,0.2327449265,0.24116555010000001,0.2343426116,0.24314247449999998,0.2464262663,0.187604839,0.1903722532,0.1843184688,0.2057426935,0.1962784353,0.201707536,0.19902990669999998,0.2052473346,0.1414137215,0.14622699690000002,0.1401672095,0.14918475879999998,0.133054652,0.1262432345,0.0,0.1794802623,0.1577461912,0.2072117601,0.2129463723,0.1908582731,0.19624025979999998,0.1868162347,0.187567218,0.1869399402,0.1822865502,0.1870862056,0.2561309238,0.32025916940000004,0.3270397117,0.2465308173,0.22559154460000003,0.23757374180000002,0.22381300650000002,0.22428652780000002,0.3638494665,0.4477589448,0.5363632161,0.4075735004,0.42484944139999997,0.4234702346,0.4521271196,0.4602704661,0.5036441851,0.5002389856,0.5232665111999999,0.5289829373999999,0.5313604971999999,0.8332780192,0.8776594661,0.4933849444,0.4599355834,0.4640461435,0.4639391974,0.4653511145,0.43185523000000003,0.4105572534,0.4510842638,0.4059354223,0.44183251879999996,0.44021295969999996,0.41557968209999996,0.4490961395,0.4878014505,0.4250402146,0.44043861279999996,0.41979786669999997,0.9832649734,0.4185201209,0.4330274171,0.4404623498,0.39197376429999997,0.6274337238000001,0.42366489780000005,0.3972989793,0.4235227442,0.4236591933,0.41463494310000004,0.4162771887,0.3941029659,0.3959557448,0.36260698469999997,0.3628438817,0.4786704022,0.46106433620000004,0.46193626600000004,0.41627410060000003,0.46124407310000004,0.41569752930000003,0.44234816060000004,0.4035966006,0.3899911714,0.4039072854,0.3519107052,0.3770910184,0.36215106529999996,0.38490379909999994,0.3925596292,0.39585561049999995,0.40376230269999996,0.3614730308,0.3640627269,0.3539245445,0.42300918060000003,0.3663443397,0.3736780316,0.3286943433,0.3979130633,0.297413438,0.2648614071,0.2355086486,0.2696543555,0.2667343212,0.273581834,0.2404195227,0.2492701995,0.2497134633,0.2514402708,0.24412073880000001,0.2187185813,0.246161751,0.2252634094,0.2378487298,0.24920741159999998,0.2559556392,0.25031751150000003,0.25390453370000005,0.2537155431
Xyleborus_volvulus,0.3257588803,0.304027284,0.28371892919999997,0.33152498350000004,0.31676144019999997,0.3731291071,0.33508682619999997,0.3261495431,0.3037565421,0.283607634,0.2970592576,0.3054798812,0.2986569427,0.3074568056,0.31074059740000004,0.2519191701,0.2546865843,0.2486327999,0.27005702460000003,0.2605927664,0.2660218671,0.2633442378,0.2695616657,0.2057280526,0.210541328,0.20448154059999998,0.2134990899,0.1973689831,0.1905575656,0.1794802623,0.0,0.2220605223,0.27152609120000004,0.2772607034,0.2551726042,0.2605545909,0.25113056580000004,0.25188154910000005,0.2512542713,0.24660088130000002,0.2514005367,0.32044525490000003,0.38457350050000005,0.3913540428,0.3108451484,0.28990587570000004,0.3018880729,0.28812733760000003,0.28860085890000003,0.4281637976,0.5120732759,0.6006775472,0.4718878315,0.4891637725,0.4877845657,0.5164414507,0.5245847972,0.5679585162,0.5645533167000001,0.5875808423,0.5932972685,0.5956748283,0.8975923503000001,0.9419737972,0.5576992755000001,0.5242499145,0.5283604746,0.5282535285000001,0.5296654456000001,0.49616956110000004,0.4748715845,0.5153985949,0.4702497534,0.5061468498999999,0.5045272908,0.47989401319999997,0.5134104706,0.5521157816,0.48935454570000003,0.5047529439,0.4841121978,1.0475793045,0.482834452,0.4973417482,0.5047766809,0.4562880954,0.6917480549000001,0.48797922890000006,0.46161331040000003,0.48783707530000003,0.4879735244,0.47894927420000005,0.48059151980000003,0.458417297,0.4602700759,0.42692131580000003,0.4271582128,0.5429847333,0.5253786673,0.5262505971,0.48058843170000004,0.5255584042000001,0.48001186040000005,0.5066624917,0.46791093170000003,0.4543055025,0.4682216165,0.4162250363,0.4414053495,0.4264653964,0.4492181302,0.4568739603,0.46016994159999997,0.4680766338,0.4257873619,0.42837705800000003,0.4182388756,0.48732351170000004,0.43065867080000003,0.4379923627,0.39300867440000004,0.4622273944,0.36172776910000004,0.3291757382,0.29982297970000005,0.3339686866,0.3310486523,0.33789616510000003,0.3047338538,0.3135845306,0.3140277944,0.31575460190000004,0.3084350699,0.2830329124,0.3104760821,0.2895777405,0.3021630609,0.3135217427,0.32026997030000004,0.3146318426,0.31821886480000006,0.3180298742
Xyleborus_glabratus,0.24429117079999998,0.2225595745,0.20225121969999998,0.250057274,0.23529373069999998,0.2916613976,0.2536191167,0.2446818336,0.22228883259999999,0.2021399245,0.2155915481,0.22401217169999998,0.2171892332,0.2259890961,0.2292728879,0.1704514606,0.17321887479999998,0.1671650904,0.1885893151,0.1791250569,0.1845541576,0.1818765283,0.1880939562,0.1465744263,0.1513877017,0.14532791429999997,0.1543454636,0.1382153568,0.1512905825,0.1577461912,0.2220605223,0.0,0.1900583817,0.1957929939,0.1737048947,0.1790868814,0.1696628563,0.1704138396,0.1697865618,0.1651331718,0.1699328272,0.2389775454,0.303105791,0.3098863333,0.2293774389,0.2084381662,0.22042036339999999,0.2066596281,0.2071331494,0.34669608809999997,0.43060556640000003,0.5192098377,0.390420122,0.40769606299999994,0.4063168562,0.4349737412,0.4431170877,0.4864908067,0.48308560720000004,0.5061131327999999,0.5118295589999999,0.5142071187999999,0.8161246408,0.8605060877,0.47623156600000005,0.442782205,0.4468927651,0.44678581900000003,0.4481977361,0.41470185160000006,0.39340387499999996,0.4339308854,0.38878204390000004,0.4246791404,0.4230595813,0.3984263037,0.43194276109999996,0.47064807210000004,0.4078868362,0.4232852344,0.4026444883,0.966111595,0.40136674250000004,0.41587403869999995,0.4233089714,0.3748203859,0.6102803454000001,0.4065115194000001,0.38014560090000005,0.40636936580000005,0.40650581490000004,0.39748156470000007,0.3991238103,0.37694958749999996,0.3788023664,0.3454536063,0.34569050329999995,0.46151702380000004,0.4439109578,0.44478288760000007,0.39912072220000006,0.44409069470000007,0.39854415090000006,0.42519478220000007,0.38644322220000005,0.372837793,0.386753907,0.33475732680000003,0.35993763999999995,0.3449976869,0.36775042069999997,0.3754062508,0.3787022321,0.38660892429999993,0.34431965239999995,0.3469093485,0.3367711661,0.40585580220000006,0.34919096130000005,0.35652465320000004,0.31154096490000005,0.3807596849,0.2802600596,0.2477080287,0.2183552702,0.25250097709999997,0.2495809428,0.25642845560000005,0.2232661443,0.2321168211,0.2325600849,0.2342868924,0.2269673604,0.20156520290000002,0.2290083726,0.208110031,0.22069535140000002,0.2320540332,0.2388022608,0.2331641331,0.2367511553,0.23656216469999997
Ambrosiodmus_asperatus,0.2691451441,0.2474135478,0.22710519299999998,0.2749112473,0.260147704,0.3165153709,0.27847309,0.2695358069,0.24714280589999998,0.2269938978,0.2404455214,0.24886614499999998,0.2420432065,0.2508430694,0.2541268612,0.1953054339,0.19807284809999998,0.1920190637,0.2134432884,0.2039790302,0.2094081309,0.2067305016,0.2129479295,0.1960399952,0.2008532706,0.1947934832,0.2038110325,0.1876809257,0.2007561514,0.2072117601,0.27152609120000004,0.1900583817,0.0,0.1077176916,0.1075862112,0.1274474805,0.1401094898,0.1408604731,0.1625783097,0.1785367669,0.1833364223,0.2638315187,0.32795976430000007,0.3347403066,0.2542314122,0.2332921395,0.2452743367,0.23151360140000002,0.23198712270000002,0.3715500614,0.45545953969999997,0.544063811,0.41527409530000003,0.4325500363,0.43117082949999996,0.45982771450000004,0.46797106099999997,0.51134478,0.5079395805,0.5309671061,0.5366835323,0.5390610921,0.8409786141,0.885360061,0.5010855393,0.46763617830000004,0.47174673840000003,0.47163979229999997,0.47305170939999996,0.4395558249,0.4182578483,0.45878485869999996,0.4136360172,0.44953311369999993,0.44791355459999993,0.4232802769999999,0.4567967344,0.4955020454,0.43274080950000005,0.44813920769999993,0.42749846159999993,0.9909655682999999,0.4262207158,0.440728012,0.44816294469999995,0.39967435919999994,0.6351343187,0.4313654927,0.4049995742,0.4312233391,0.4313597882,0.422335538,0.42397778360000005,0.4018035608,0.40365633970000003,0.3703075796,0.3705444766,0.4863709971,0.46876493110000006,0.4696368609,0.4239746955,0.468944668,0.4233981242,0.4500487555,0.4112971955,0.3976917663,0.41160788029999995,0.3596113001,0.3847916133,0.36985166019999993,0.39260439399999997,0.40026022409999995,0.4035562053999999,0.4114628976,0.3691736257,0.37176332180000005,0.36162513939999996,0.4307097755,0.3740449346,0.3813786265,0.3363949382,0.40561365819999995,0.3051140329,0.272562002,0.2432092435,0.2773549504,0.27443491610000004,0.2812824289,0.2481201176,0.25697079440000004,0.25741405819999996,0.2591408657,0.25182133370000004,0.22641917620000002,0.2538623459,0.2329640043,0.24554932470000002,0.2569080065,0.26365623410000005,0.2580181064,0.2616051286,0.26141613799999996
Ambrosiophilus_atratus,0.27487975629999994,0.25314816,0.2328398052,0.2806458595,0.2658823162,0.32224998309999997,0.2842077022,0.27527041910000005,0.25287741810000003,0.23272851,0.24618013360000002,0.2546007572,0.2477778187,0.2565776816,0.2598614734,0.20104004609999998,0.2038074603,0.1977536759,0.2191779006,0.2097136424,0.2151427431,0.2124651138,0.2186825417,0.2017746074,0.20658788279999998,0.2005280954,0.20954564469999998,0.1934155379,0.2064907636,0.2129463723,0.2772607034,0.1957929939,0.1077176916,0.0,0.1133208234,0.1331820927,0.145844102,0.14659508529999998,0.1683129219,0.1842713791,0.18907103449999998,0.26956613090000003,0.3336943765,0.3404749188,0.2599660244,0.23902675169999998,0.25100894890000003,0.2372482136,0.2377217349,0.3772846736,0.4611941519,0.5497984231999999,0.4210087075,0.4382846485,0.4369054417,0.46556232670000003,0.4737056732,0.5170793922000001,0.5136741927,0.5367017183,0.5424181445,0.5447957043,0.8467132263,0.8910946732,0.5068201515,0.4733707905,0.4774813506,0.4773744045,0.4787863216,0.44529043710000005,0.4239924605,0.4645194709,0.41937062940000003,0.4552677259,0.4536481668,0.42901488919999997,0.4625313466,0.5012366576,0.43847542170000003,0.4538738199,0.4332330738,0.9967001805,0.431955328,0.4464626242,0.4538975569,0.4054089714,0.6408689309000001,0.43710010490000006,0.41073418640000003,0.43695795130000004,0.4370944004,0.42807015020000005,0.42971239580000004,0.407538173,0.4093909519,0.3760421918,0.3762790888,0.4921056093,0.47449954330000005,0.47537147310000005,0.42970930770000004,0.47467928020000005,0.42913273640000005,0.45578336770000005,0.41703180770000003,0.4034263785,0.4173424925,0.3653459123,0.3905262255,0.3755862724,0.39833900619999996,0.4059948363,0.40929081759999997,0.4171975098,0.3749082379,0.37749793400000003,0.3673597516,0.43644438770000005,0.37977954680000003,0.38711323870000003,0.34212955040000004,0.4113482704,0.3108486451,0.2782966142,0.24894385570000002,0.2830895626,0.2801695283,0.28701704110000004,0.2538547298,0.2627054066,0.2631486704,0.2648754779,0.2575559459,0.2321537884,0.25959695810000005,0.23869861650000002,0.2512839369,0.2626426187,0.2693908463,0.2637527186,0.2673397408,0.26715075019999995
Ambrosiodmus_obliquus,0.25279165709999996,0.2310600608,0.21075170599999998,0.2585577603,0.24379421699999998,0.3001618839,0.262119603,0.2531823199,0.23078931889999998,0.2106404108,0.2240920344,0.23251265799999998,0.2256897195,0.2344895824,0.2377733742,0.1789519469,0.18171936109999998,0.1756655767,0.1970898014,0.1876255432,0.1930546439,0.1903770146,0.1965944425,0.1796865082,0.1844997836,0.1784399962,0.1874575455,0.1713274387,0.1844026644,0.1908582731,0.2551726042,0.1737048947,0.1075862112,0.1133208234,0.0,0.1110939935,0.12375600279999999,0.1245069861,0.1462248227,0.1621832799,0.1669829353,0.24747803170000002,0.3116062773,0.31838681960000004,0.2378779252,0.2169386525,0.2289208497,0.21516011440000002,0.21563363570000002,0.3551965744,0.4391060527,0.5277103240000001,0.39892060830000003,0.4161965493,0.4148173425,0.44347422750000004,0.451617574,0.49499129300000005,0.49158609350000004,0.5146136190999999,0.5203300452999999,0.5227076050999999,0.8246251271,0.869006574,0.48473205230000005,0.45128269130000004,0.45539325140000003,0.4552863053,0.4566982224,0.42320233790000006,0.4019043613,0.4424313717,0.39728253020000004,0.4331796267,0.4315600676,0.40692679,0.4404432474,0.47914855840000004,0.41638732250000005,0.4317857207,0.4111449746,0.9746120813,0.40986722880000004,0.424374525,0.4318094577,0.3833208722,0.6187808317000001,0.4150120057000001,0.38864608720000005,0.41486985210000005,0.41500630120000004,0.40598205100000007,0.40762429660000005,0.3854500738,0.38730285270000003,0.3539540926,0.3541909896,0.47001751010000004,0.45241144410000006,0.45328337390000006,0.40762120850000005,0.45259118100000006,0.40704463720000006,0.43369526850000006,0.39494370850000005,0.3813382793,0.3952543933,0.34325781310000003,0.3684381263,0.3534981732,0.37625090699999997,0.3839067371,0.3872027184,0.3951094106,0.3528201387,0.35540983480000005,0.3452716524,0.41435628850000006,0.35769144760000005,0.36502513950000004,0.32004145120000005,0.3892601712,0.2887605459,0.256208515,0.22685575650000003,0.2610014634,0.25808142910000004,0.26492894190000005,0.23176663060000002,0.24061730740000004,0.24106057120000002,0.24278737870000003,0.23546784670000004,0.21006568920000002,0.23750885890000004,0.21661051730000003,0.22919583770000002,0.2405545195,0.24730274710000003,0.2416646194,0.2452516416,0.24506265099999996
Ambrosiodmus_tachygraphus,0.25817364379999996,0.2364420475,0.2161336927,0.263939747,0.2491762037,0.3055438706,0.2675015897,0.2585643066,0.2361713056,0.21602239750000002,0.2294740211,0.2378946447,0.2310717062,0.23987156910000001,0.2431553609,0.1843339336,0.18710134779999998,0.1810475634,0.2024717881,0.1930075299,0.1984366306,0.1957590013,0.2019764292,0.1850684949,0.18988177029999997,0.1838219829,0.1928395322,0.1767094254,0.18978465109999998,0.19624025979999998,0.2605545909,0.1790868814,0.1274474805,0.1331820927,0.1110939935,0.0,0.1291379895,0.1298889728,0.1516068094,0.16756526659999998,0.17236492199999998,0.2528600184,0.316988264,0.3237688063,0.24325991190000001,0.2223206392,0.2343028364,0.2205421011,0.2210156224,0.3605785611,0.44448803940000003,0.5330923107,0.404302595,0.42157853599999995,0.4201993292,0.4488562142,0.45699956070000003,0.5003732797,0.49696808020000005,0.5199956057999999,0.5257120319999999,0.5280895917999999,0.8300071138,0.8743885607,0.49011403900000006,0.456664678,0.4607752381,0.46066829200000003,0.46208020910000003,0.42858432460000007,0.40728634799999996,0.44781335840000003,0.40266451690000005,0.4385616134,0.4369420543,0.4123087767,0.44582523409999997,0.48453054510000004,0.4217693092,0.4371677074,0.4165269613,0.979994068,0.41524921550000005,0.42975651169999995,0.4371914444,0.3887028589,0.6241628184000001,0.4203939924000001,0.39402807390000005,0.42025183880000005,0.42038828790000005,0.4113640377000001,0.4130062833,0.39083206049999997,0.3926848394,0.3593360793,0.35957297629999996,0.47539949680000004,0.4577934308,0.45866536060000007,0.41300319520000006,0.45797316770000007,0.41242662390000007,0.43907725520000007,0.40032569520000005,0.386720266,0.40063638,0.34863979980000004,0.37382011299999995,0.3588801599,0.3816328937,0.3892887238,0.3925847051,0.40049139729999994,0.35820212539999996,0.3607918215,0.3506536391,0.41973827520000007,0.36307343430000005,0.37040712620000005,0.32542343790000006,0.3946421579,0.2941425326,0.2615905017,0.2322377432,0.2663834501,0.2634634158,0.27031092860000006,0.2371486173,0.24599929410000002,0.2464425579,0.2481693654,0.24084983340000002,0.21544767590000002,0.24289084560000002,0.221992504,0.23457782440000002,0.24593650620000002,0.2526847338,0.2470466061,0.2506336283,0.2504446377
Ambrosiodmus_lewisi,0.24874961869999998,0.2270180224,0.20670966759999998,0.2545157219,0.23975217859999998,0.2961198455,0.2580775646,0.2491402815,0.22674728049999998,0.2065983724,0.220049996,0.22847061959999998,0.2216476811,0.230447544,0.2337313358,0.1749099085,0.1776773227,0.1716235383,0.19304776299999998,0.1835835048,0.18901260549999999,0.1863349762,0.1925524041,0.1756444698,0.1804577452,0.1743979578,0.18341550709999999,0.1672854003,0.180360626,0.1868162347,0.25113056580000004,0.1696628563,0.1401094898,0.145844102,0.12375600279999999,0.1291379895,0.0,0.0695783451,0.1421827843,0.1581412415,0.1629408969,0.24343599330000001,0.30756423890000006,0.3143447812,0.2338358868,0.2128966141,0.2248788113,0.21111807600000002,0.21159159730000002,0.351154536,0.43506401429999997,0.5236682856,0.39487856990000003,0.4121545109,0.41077530409999996,0.43943218910000004,0.44757553559999996,0.49094925460000005,0.4875440551,0.5105715807,0.5162880069,0.5186655667,0.8205830887,0.8649645356,0.4806900139,0.44724065290000004,0.45135121300000003,0.45124426689999997,0.45265618399999996,0.4191602995,0.3978623229,0.43838933329999996,0.3932404918,0.42913758829999993,0.4275180291999999,0.4028847515999999,0.436401209,0.47510652,0.41234528410000004,0.4277436822999999,0.40710293619999993,0.9705700428999999,0.4058251904,0.4203324866,0.42776741929999995,0.37927883379999994,0.6147387933,0.4109699673,0.3846040488,0.4108278137,0.4109642628,0.4019400126,0.40358225820000004,0.3814080354,0.38326081430000003,0.3499120542,0.3501489512,0.4659754717,0.44836940570000006,0.4492413355,0.4035791701,0.4485491426,0.4030025988,0.4296532301,0.3909016701,0.3772962409,0.39121235489999995,0.3392157747,0.3643960879,0.34945613479999993,0.37220886859999996,0.37986469869999995,0.3831606799999999,0.3910673722,0.3487781003,0.35136779640000004,0.34122961399999996,0.4103142501,0.3536494092,0.3609831011,0.3159994128,0.38521813279999995,0.2847185075,0.2521664766,0.2228137181,0.256959425,0.25403939070000003,0.2608869035,0.2277245922,0.236575269,0.2370185328,0.2387453403,0.2314258083,0.2060236508,0.2334668205,0.2125684789,0.2251537993,0.2365124811,0.2432607087,0.237622581,0.24120960319999998,0.24102061259999996
Ambrosiodmus_minor,0.249500602,0.2277690057,0.2074606509,0.2552667052,0.24050316189999998,0.2968708288,0.2588285479,0.2498912648,0.2274982638,0.20734935570000002,0.2208009793,0.2292216029,0.2223986644,0.2311985273,0.2344823191,0.1756608918,0.17842830599999998,0.1723745216,0.1937987463,0.1843344881,0.1897635888,0.1870859595,0.1933033874,0.17639545310000002,0.1812087285,0.1751489411,0.1841664904,0.1680363836,0.1811116093,0.187567218,0.25188154910000005,0.1704138396,0.1408604731,0.14659508529999998,0.1245069861,0.1298889728,0.0695783451,0.0,0.14293376759999998,0.1588922248,0.1636918802,0.2441869766,0.3083152222,0.3150957645,0.2345868701,0.2136475974,0.2256297946,0.2118690593,0.2123425806,0.3519055193,0.4358149976,0.5244192689,0.39562955320000004,0.4129054942,0.41152628739999997,0.44018317240000004,0.44832651889999997,0.49170023790000006,0.4882950384,0.511322564,0.5170389902,0.51941655,0.821334072,0.8657155189,0.4814409972,0.44799163620000004,0.45210219630000004,0.4519952502,0.45340716729999997,0.4199112828,0.3986133062,0.43914031659999997,0.3939914751,0.42988857159999994,0.42826901249999993,0.40363573489999993,0.4371521923,0.4758575033,0.41309626740000005,0.42849466559999994,0.40785391949999994,0.9713210261999999,0.4065761737,0.4210834699,0.42851840259999996,0.38002981709999994,0.6154897766,0.4117209506,0.3853550321,0.411578797,0.4117152461,0.4026909959,0.40433324150000005,0.3821590187,0.38401179760000004,0.3506630375,0.3508999345,0.466726455,0.44912038900000006,0.4499923188,0.4043301534,0.4493001259,0.4037535821,0.4304042134,0.3916526534,0.37804722420000003,0.39196333819999996,0.339966758,0.3651470712,0.35020711809999994,0.3729598519,0.38061568199999996,0.38391166329999993,0.3918183555,0.3495290836,0.35211877970000005,0.34198059729999997,0.4110652334,0.3544003925,0.3617340844,0.3167503961,0.38596911609999995,0.2854694908,0.25291745990000003,0.2235647014,0.2577104083,0.25479037400000004,0.2616378868,0.2284755755,0.2373262523,0.2377695161,0.2394963236,0.23217679160000002,0.20677463410000002,0.2342178038,0.2133194622,0.22590478260000002,0.2372634644,0.244011692,0.2383735643,0.2419605865,0.24177159589999997
Ambrosiodmus_rubricollis,0.2488733242,0.2271417279,0.2068333731,0.2546394274,0.2398758841,0.296243551,0.2582012701,0.24926398700000002,0.226870986,0.2067220779,0.22017370149999999,0.2285943251,0.2217713866,0.2305712495,0.2338550413,0.175033614,0.1778010282,0.1717472438,0.1931714685,0.18370721029999998,0.189136311,0.1864586817,0.19267610959999998,0.1757681753,0.18058145069999998,0.17452166330000002,0.1835392126,0.1674091058,0.18048433149999998,0.1869399402,0.2512542713,0.1697865618,0.1625783097,0.1683129219,0.1462248227,0.1516068094,0.1421827843,0.14293376759999998,0.0,0.158264947,0.16306460239999998,0.2435596988,0.3076879444,0.3144684867,0.2339595923,0.2130203196,0.2250025168,0.2112417815,0.2117153028,0.3512782415,0.4351877198,0.5237919911,0.3950022754,0.41227821639999995,0.4108990096,0.4395558946,0.4476992411,0.4910729601,0.4876677606,0.5106952861999999,0.5164117124,0.5187892721999999,0.8207067941999999,0.8650882411,0.4808137194,0.4473643584,0.4514749185,0.4513679724,0.4527798895,0.419284005,0.39798602839999997,0.4385130388,0.3933641973,0.42926129379999994,0.42764173469999994,0.40300845709999994,0.43652491449999997,0.4752302255,0.4124689896,0.42786738779999994,0.40722664169999995,0.9706937484,0.4059488959,0.42045619209999996,0.42789112479999997,0.37940253929999995,0.6148624988,0.41109367280000003,0.3847277543,0.4109515192,0.4110879683,0.4020637181,0.4037059637,0.38153174089999997,0.3833845198,0.3500357597,0.35027265669999996,0.4660991772,0.4484931112,0.449365041,0.4037028756,0.4486728481,0.4031263043,0.4297769356,0.3910253756,0.3774199464,0.39133606039999996,0.3393394802,0.36451979339999996,0.34957984029999994,0.3723325741,0.37998840419999996,0.38328438549999994,0.39119107769999995,0.34890180579999996,0.3514915019,0.3413533195,0.4104379556,0.3537731147,0.3611068066,0.3161231183,0.38534183829999996,0.284842213,0.2522901821,0.2229374236,0.2570831305,0.2541630962,0.261010609,0.22784829769999998,0.2366989745,0.23714223829999997,0.23886904579999998,0.2315495138,0.20614735629999997,0.233590526,0.21269218439999998,0.22527750479999997,0.23663618659999996,0.24338441419999998,0.23774628649999996,0.2413333087,0.24114431809999998
